track_id,dot_match_1,dot_score_1,dot_match_2,dot_score_2,dot_match_3,dot_score_3
TRWUFEW128F14782F3,TRFUJVJ128F426F2A2,4171.0,TRDPGXU128F9339C2A,3187.0,TRCHZXW128E079288A,3124.0
TRPZXTD128F14856D4,TRFUJVJ128F426F2A2,3048.0,TRDPGXU128F9339C2A,2639.0,TRCHZXW128E079288A,2166.0
TRIOKOC128F4267572,TRFUJVJ128F426F2A2,6689.0,TRWSYHO128F4282346,5830.0,TREBGAA128E078FC52,4980.0
TREBQMO128F42828DB,TRFUJVJ128F426F2A2,4731.0,TRWSYHO128F4282346,3964.0,TRDPGXU128F9339C2A,3735.0
TRIQKDQ128F146F504,TRFUJVJ128F426F2A2,3840.0,TREBGAA128E078FC52,3147.0,TRDPGXU128F9339C2A,3129.0
TRBFURI128F1455498,TRFUJVJ128F426F2A2,3820.0,TRWSYHO128F4282346,3403.0,TRDPGXU128F9339C2A,3189.0
TRVLECJ128E078235B,TRDPGXU128F9339C2A,5200.0,TRFUJVJ128F426F2A2,4868.0,TREBGAA128E078FC52,4562.0
TRMLKKJ128E0798A59,TRFUJVJ128F426F2A2,5305.0,TRWSYHO128F4282346,4323.0,TREBGAA128E078FC52,3824.0
TRYBZQD12903CD1380,TRDPGXU128F9339C2A,2505.0,TRCHZXW128E079288A,2269.0,TRFUJVJ128F426F2A2,2189.0
TRHYZQR128F428F5C5,TRFUJVJ128F426F2A2,8750.0,TRWSYHO128F4282346,7472.0,TRDPGXU128F9339C2A,6899.0
TRPQDHV128E07845CB,TRFUJVJ128F426F2A2,3980.0,TRWSYHO128F4282346,3177.0,TREBGAA128E078FC52,2856.0
TRHAGFQ128F428B8EA,TRFUJVJ128F426F2A2,2853.0,TRWSYHO128F4282346,2582.0,TREBGAA128E078FC52,2236.0
TRQXYGU128E079236A,TRFUJVJ128F426F2A2,16403.0,TRWSYHO128F4282346,13125.0,TREBGAA128E078FC52,11110.0
TRBUESY128F92F81F6,TRUEGMJ128F148D40C,5646.0,TRWSYHO128F4282346,5165.0,TRPBLTG128F933924A,4988.0
TRPDBLM128E0792367,TRFUJVJ128F426F2A2,7908.0,TRBVPVV128F425F14F,6512.0,TRGUCIR128F933D817,6373.0
TRLINLH128F9346400,TRTLIKK128E07862DA,10279.0,TRFUJVJ128F426F2A2,9253.0,TRDPGXU128F9339C2A,5715.0
TREPPUG128F9301FAB,TRFUJVJ128F426F2A2,8731.0,TRWSYHO128F4282346,7236.0,TRDPGXU128F9339C2A,6427.0
TRBBVNR128E078E1E4,TRFUJVJ128F426F2A2,6243.0,TREXCMT128F933D825,5347.0,TRLCWTH128F92C7F82,4786.0
TRTJVGX128E078EB1C,TRFUJVJ128F426F2A2,2904.0,TRDPGXU128F9339C2A,2547.0,TRWSYHO128F4282346,2255.0
TRDJOCY128F4294CD5,TRFUJVJ128F426F2A2,7877.0,TRDPGXU128F9339C2A,6292.0,TRWSYHO128F4282346,5811.0
TREADOS128E078EC1F,TRFUJVJ128F426F2A2,9605.0,TRDPGXU128F9339C2A,9469.0,TRCHZXW128E079288A,8214.0
TRHPAVK128E078EC9C,TRFUJVJ128F426F2A2,8216.0,TRDPGXU128F9339C2A,7588.0,TRCHZXW128E079288A,6209.0
TRGLNKG128F9307689,TRFUJVJ128F426F2A2,22766.0,TRWSYHO128F4282346,18521.0,TRDPGXU128F9339C2A,16797.0
TRCHZXW128E079288A,TRDPGXU128F9339C2A,17013.0,TRFUJVJ128F426F2A2,16626.0,TRWSYHO128F4282346,14068.0
TRCDLUM128F9331CA9,TRFUJVJ128F426F2A2,7931.0,TRWSYHO128F4282346,7167.0,TREBGAA128E078FC52,6340.0
TRPMNRL128F9302AD7,TRFUJVJ128F426F2A2,14362.0,TRDPGXU128F9339C2A,11253.0,TRWSYHO128F4282346,11057.0
TRRIRMX128F92E6272,TRHJDKU128F1456E10,8786.0,TRUGLTC128F4227B93,6272.0,TRDPGXU128F9339C2A,6231.0
TRCEYQJ128E07862DE,TRFUJVJ128F426F2A2,8107.0,TRDPGXU128F9339C2A,7905.0,TRCHZXW128E079288A,7155.0
TRZGUNN128E07862F7,TRFUJVJ128F426F2A2,7878.0,TRDPGXU128F9339C2A,7351.0,TRCHZXW128E079288A,6530.0
TRTVTYS128E0792887,TRFUJVJ128F426F2A2,10439.0,TRDPGXU128F9339C2A,9936.0,TRWSYHO128F4282346,9500.0
TRBEBJO128C719646B,TRFUJVJ128F426F2A2,20757.0,TRDPGXU128F9339C2A,16731.0,TRWSYHO128F4282346,16494.0
TRMWYIH128E078DCA6,TRFUJVJ128F426F2A2,9575.0,TRDPGXU128F9339C2A,7227.0,TRWSYHO128F4282346,6326.0
TRHXTHR128F145E864,TRFUJVJ128F426F2A2,7411.0,TRDPGXU128F9339C2A,6648.0,TRCHZXW128E079288A,5497.0
TRQRAKE128F9322866,TRFUJVJ128F426F2A2,16833.0,TRWSYHO128F4282346,14552.0,TREBGAA128E078FC52,11823.0
TRCDAUA128E0784644,TRFUJVJ128F426F2A2,9611.0,TRWSYHO128F4282346,8460.0,TREBGAA128E078FC52,6725.0
TRBCPZS128F145ECC1,TRFUJVJ128F426F2A2,7559.0,TRQAWKR128F425EEC3,6921.0,TREZBFM128F428508A,6009.0
TRWFVOW128E0793847,TRFUJVJ128F426F2A2,6947.0,TRDPGXU128F9339C2A,5817.0,TRQAWKR128F425EEC3,5648.0
TRWZWOX128F935A084,TRFUJVJ128F426F2A2,5677.0,TRUEPSG128F149639E,5057.0,TRXHMID128F42BA902,5031.0
TRXGBGU128F935A092,TRFUJVJ128F426F2A2,6535.0,TRDPGXU128F9339C2A,5407.0,TRWSYHO128F4282346,5135.0
TRFKPZK128F935A08D,TRUGLTC128F4227B93,6024.0,TRVLIZK128F428845E,5223.0,TRFUJVJ128F426F2A2,5089.0
TRWVTDX128F931ECEF,TRFUJVJ128F426F2A2,8072.0,TRDPGXU128F9339C2A,7106.0,TRWSYHO128F4282346,5644.0
TRWTZGX128F149535F,TRFUJVJ128F426F2A2,5985.0,TRDPGXU128F9339C2A,4891.0,TRBVPVV128F425F14F,4576.0
TRCACEF128F42434D7,TRFUJVJ128F426F2A2,4262.0,TRQLSLN12903CA37C3,3395.0,TRDPGXU128F9339C2A,3224.0
TRCQNWN128F92EA07D,TRFUJVJ128F426F2A2,5138.0,TRWSYHO128F4282346,4480.0,TRDPGXU128F9339C2A,4091.0
TRYHHXT128F4276F89,TRFUJVJ128F426F2A2,6437.0,TRDPGXU128F9339C2A,5453.0,TRWSYHO128F4282346,5239.0
TRIGDUK128E0784045,TRFUJVJ128F426F2A2,5629.0,TRDPGXU128F9339C2A,5095.0,TRWSYHO128F4282346,4948.0
TRNVKOI128E0799173,TRFUJVJ128F426F2A2,15031.0,TRDPGXU128F9339C2A,13137.0,TRWSYHO128F4282346,11084.0
TRLVRJP128F93519FB,TRFUJVJ128F426F2A2,10509.0,TRDPGXU128F9339C2A,9207.0,TRWSYHO128F4282346,7901.0
TRBZXAC12903CBB0CE,TRFUJVJ128F426F2A2,10649.0,TRDPGXU128F9339C2A,8009.0,TRWSYHO128F4282346,7264.0
TRUNSXQ128E078B97D,TRFUJVJ128F426F2A2,2939.0,TRUGLTC128F4227B93,2498.0,TRVLIZK128F428845E,2452.0
TRFUJLG128F4255312,TRFUJVJ128F426F2A2,6146.0,TRWSYHO128F4282346,5387.0,TRDPGXU128F9339C2A,5357.0
TRQPMHA128E078B979,TRFUJVJ128F426F2A2,8846.0,TRWSYHO128F4282346,8012.0,TRGLNKG128F9307689,6826.0
TRZPSAF128F9349767,TRUGLTC128F4227B93,2766.0,TRFUJVJ128F426F2A2,2715.0,TRVLIZK128F428845E,2651.0
TRAEPAC12903CE5DC8,TRFUJVJ128F426F2A2,4629.0,TRWSYHO128F4282346,4033.0,TRUGLTC128F4227B93,3503.0
TRMJMVW12903CD44F4,TRFUJVJ128F426F2A2,628.0,TREXCMT128F933D825,436.0,TRDPGXU128F9339C2A,412.0
TRBXTYM128F930793B,TRFUJVJ128F426F2A2,5170.0,TRDPGXU128F9339C2A,4761.0,TRQAWKR128F425EEC3,4288.0
TRFORZM12903CDF88C,TRFUJVJ128F426F2A2,1674.0,TRDPGXU128F9339C2A,1136.0,TRQAWKR128F425EEC3,944.0
TREMJFY12903CF1630,TRFUJVJ128F426F2A2,1400.0,TRDPGXU128F9339C2A,806.0,TRUWTMI128F92E3892,714.0
TRKBPHV128F92E3B2D,TRFUJVJ128F426F2A2,1899.0,TRQAWKR128F425EEC3,1525.0,TRFLWJZ128F425C9E4,1354.0
TRHYGVQ12903D046A9,TRFUJVJ128F426F2A2,1572.0,TRDPGXU128F9339C2A,1120.0,TRWSYHO128F4282346,1070.0
TRWIGSY128F92FE6B6,TRFUJVJ128F426F2A2,1247.0,TRQAWKR128F425EEC3,1090.0,TRDPGXU128F9339C2A,1004.0
TRHEGPE128F9311A85,TRDPGXU128F9339C2A,1997.0,TRFUJVJ128F426F2A2,1906.0,TRWSYHO128F4282346,1771.0
TRWZCIQ12903C97881,TRFUJVJ128F426F2A2,3250.0,TRPZAPZ128F9341D3E,2375.0,TRDPGXU128F9339C2A,2150.0
TREENNZ128F145B67D,TRFUJVJ128F426F2A2,3712.0,TRDPGXU128F9339C2A,3221.0,TRGLNKG128F9307689,3085.0
TRVUYIL128F4275FAD,TRFUJVJ128F426F2A2,2218.0,TRDPGXU128F9339C2A,1625.0,TRLUXWO128F14618D6,1563.0
TRHOXSK128F145C9F9,TRFUJVJ128F426F2A2,3398.0,TRWSYHO128F4282346,2878.0,TRDPGXU128F9339C2A,2441.0
TRETXLU12903CD5688,TRFUJVJ128F426F2A2,3806.0,TRWSYHO128F4282346,2567.0,TRDPGXU128F9339C2A,2556.0
TRORBTM128F93368FB,TRWSYHO128F4282346,2451.0,TRDPGXU128F9339C2A,2307.0,TRFUJVJ128F426F2A2,2297.0
TRFCNIJ128F423F32E,TRDPGXU128F9339C2A,3481.0,TRFUJVJ128F426F2A2,3363.0,TROIJDA128F9341E70,3249.0
TRYNZAL128F1464B5A,TRFUJVJ128F426F2A2,5323.0,TRWSYHO128F4282346,5013.0,TRUGLTC128F4227B93,4160.0
TRNGOHS128E0781235,TRFUJVJ128F426F2A2,3882.0,TRWSYHO128F4282346,3674.0,TRDPGXU128F9339C2A,3420.0
TRPPHPQ128F4258FFC,TRFUJVJ128F426F2A2,1880.0,TRFSCLD12903CD213F,1845.0,TRDPGXU128F9339C2A,1345.0
TRSSOKM128F1464B5C,TRFUJVJ128F426F2A2,3704.0,TRWSYHO128F4282346,3049.0,TRDPGXU128F9339C2A,2970.0
TRKMCAV128E0782298,TRFUJVJ128F426F2A2,2801.0,TRWSYHO128F4282346,2007.0,TRDPGXU128F9339C2A,1913.0
TRBQFLA128F423F329,TRFUJVJ128F426F2A2,3054.0,TRDPGXU128F9339C2A,2646.0,TRWSYHO128F4282346,2505.0
TRCLZPO128F427CD3A,TRFUJVJ128F426F2A2,4157.0,TRDPGXU128F9339C2A,3183.0,TRBEBJO128C719646B,2584.0
TRWAPCT128F1494611,TRFUJVJ128F426F2A2,5872.0,TRWSYHO128F4282346,5743.0,TREBGAA128E078FC52,5142.0
TRNBZVW128F92EE688,TRDPGXU128F9339C2A,1466.0,TRCHZXW128E079288A,1291.0,TRWSYHO128F4282346,1271.0
TRHZOEX128F93588AB,TRTLIKK128E07862DA,1301.0,TRFUJVJ128F426F2A2,1254.0,TRLINLH128F9346400,1110.0
TREOPOB128F427CD42,TRFUJVJ128F426F2A2,2258.0,TRDPGXU128F9339C2A,1667.0,TRFLWJZ128F425C9E4,1444.0
TRELLQK128F147AD94,TRFUJVJ128F426F2A2,4951.0,TRWSYHO128F4282346,3945.0,TRGLNKG128F9307689,3365.0
TRMOHUN128F424DEE6,TRUGLTC128F4227B93,2902.0,TRFUJVJ128F426F2A2,2801.0,TRBEBJO128C719646B,2711.0
TRSPEPD128F147AD9A,TRFUJVJ128F426F2A2,5940.0,TRWSYHO128F4282346,5442.0,TRDPGXU128F9339C2A,5336.0
TRAQUUU128F147A689,TRFUJVJ128F426F2A2,4460.0,TRDPGXU128F9339C2A,4131.0,TROIJDA128F9341E70,3401.0
TREIANS128F147AD97,TRFUJVJ128F426F2A2,9817.0,TRDPGXU128F9339C2A,8300.0,TRWSYHO128F4282346,7863.0
TRPWTNZ128F147AD9F,TRFUJVJ128F426F2A2,4859.0,TRDPGXU128F9339C2A,4484.0,TRWSYHO128F4282346,3974.0
TRNDNKN12903CC8A4C,TRFUJVJ128F426F2A2,7297.0,TRWSYHO128F4282346,6537.0,TRDPGXU128F9339C2A,5055.0
TRJALGV12903D0447E,TRUGLTC128F4227B93,3082.0,TRVLIZK128F428845E,3028.0,TRFUJVJ128F426F2A2,2730.0
TRPQFJA128F145AC60,TRFUJVJ128F426F2A2,1799.0,TRDPGXU128F9339C2A,1739.0,TRFLWJZ128F425C9E4,1620.0
TRHBSKB128E07924CB,TRTHNFG12903D0CE54,3303.0,TRLRQUX128F932ECC5,2942.0,TRWAGNG128F4286598,2858.0
TRBSLQC128F9333C5D,TRTHNFG12903D0CE54,2333.0,TRIJHLY12903D0CE4D,1857.0,TRWQZXS128F92DB731,1581.0
TRGJXTC128F4278ECC,TRTHNFG12903D0CE54,2618.0,TRIJHLY12903D0CE4D,2117.0,TRWAGNG128F4286598,1872.0
TRQEQHH12903CA6CE5,TRTHNFG12903D0CE54,3176.0,TRTJLTW12903CFF1E9,2689.0,TRWQZXS128F92DB731,2671.0
TRXMTST12903CCD9E1,TRTHNFG12903D0CE54,1910.0,TRIJHLY12903D0CE4D,1524.0,TRSABJR128F429C84B,1327.0
TRAQEOP12903CA65E2,TRTHNFG12903D0CE54,1271.0,TRIJHLY12903D0CE4D,1038.0,TRUKWZW128F92CADC2,939.0
TRSRORJ128E0791C74,TRZZQIP128F92EFEAD,1407.0,TRDOJIR128F42840C0,1343.0,TRTHNFG12903D0CE54,1222.0
TRYDDZE128F92F3B79,TRTHNFG12903D0CE54,1983.0,TRIJHLY12903D0CE4D,1710.0,TRWQZXS128F92DB731,1406.0
TREGBAS128F145EC8B,TRWQZXS128F92DB731,1633.0,TRTHNFG12903D0CE54,1622.0,TRIJHLY12903D0CE4D,1550.0
TRXQFEE128F145EC9A,TRTHNFG12903D0CE54,1636.0,TRIJHLY12903D0CE4D,1433.0,TRWQZXS128F92DB731,1349.0
TRZGBAF128F145ECA8,TRTHNFG12903D0CE54,945.0,TRIJHLY12903D0CE4D,748.0,TRUGLTC128F4227B93,718.0
TRUQGGJ128F427E02B,TRTHNFG12903D0CE54,2870.0,TRIJHLY12903D0CE4D,2305.0,TRWQZXS128F92DB731,1816.0
TRDEKRZ128E0791C7A,TRTHNFG12903D0CE54,1694.0,TRIJHLY12903D0CE4D,1623.0,TRTJLTW12903CFF1E9,1450.0
TRFFSMS128F428BC88,TRFUJVJ128F426F2A2,13632.0,TRWSYHO128F4282346,12008.0,TREBGAA128E078FC52,10887.0
TRUPWID128F4215874,TRTHNFG12903D0CE54,2101.0,TRIJHLY12903D0CE4D,1912.0,TRGQZPV12903CC3EB3,1730.0
TRIIBVP128E0792750,TRFUJVJ128F426F2A2,6600.0,TRWSYHO128F4282346,6088.0,TRQAWKR128F425EEC3,4367.0
TRQMXBD128F145ECA2,TRTHNFG12903D0CE54,1950.0,TRIJHLY12903D0CE4D,1664.0,TRUKWZW128F92CADC2,1515.0
TREGRRQ128F145EC8D,TRTHNFG12903D0CE54,2723.0,TRIJHLY12903D0CE4D,2313.0,TRWQZXS128F92DB731,1972.0
TRLILBA128F42158A3,TRTHNFG12903D0CE54,1781.0,TRWQZXS128F92DB731,1540.0,TRWAGNG128F4286598,1532.0
TRBFJPO128F4295BE3,TRTHNFG12903D0CE54,687.0,TRRKWPY12903CAAC5D,576.0,TRWAGNG128F4286598,543.0
TRCLERB12903CBBC8D,TRFUJVJ128F426F2A2,1944.0,TRWSYHO128F4282346,1399.0,TRDPGXU128F9339C2A,1243.0
TRNXCMJ128F4295BC6,TRTHNFG12903D0CE54,2540.0,TRDVUEH12903D0FAA9,1973.0,TRRCXJT128F425BB27,1868.0
TRNXJGR128F93044E7,TRTHNFG12903D0CE54,1325.0,TRIJHLY12903D0CE4D,1247.0,TRWQZXS128F92DB731,1004.0
TRJHDIB128F92E5849,TRTHNFG12903D0CE54,1756.0,TRIJHLY12903D0CE4D,1436.0,TRRKWPY12903CAAC5D,1398.0
TRYQVKS128F4259A11,TRFUJVJ128F426F2A2,3945.0,TRDPGXU128F9339C2A,2783.0,TRQAWKR128F425EEC3,2768.0
TRSOTQI128E0789132,TRFUJVJ128F426F2A2,2965.0,TRUGLTC128F4227B93,2314.0,TRDPGXU128F9339C2A,2066.0
TRZHOUV128F9316269,TRZZQIP128F92EFEAD,627.0,TRTHNFG12903D0CE54,614.0,TRDOJIR128F42840C0,601.0
TRPXMGA128F42A98BA,TRDPGXU128F9339C2A,1122.0,TRRSNPA128F148C45E,1113.0,TRIMKIC128F4271EA8,1109.0
TRBYMWR128F425DD8E,TRFFSMS128F428BC88,1932.0,TRTHNFG12903D0CE54,1779.0,TRLUGVB128F428E704,1748.0
TRPAZDJ128F42881A1,TRZZQIP128F92EFEAD,2808.0,TRDOJIR128F42840C0,2595.0,TRTHNFG12903D0CE54,2494.0
TRHZGZO128F9341C4A,TRTHNFG12903D0CE54,2421.0,TRIJHLY12903D0CE4D,2178.0,TRDVUEH12903D0FAA9,1658.0
TRDFNLR12903CB0FE4,TRTHNFG12903D0CE54,2804.0,TRWQZXS128F92DB731,2504.0,TRTJLTW12903CFF1E9,2440.0
TROBWIG12903CB0FD7,TRTHNFG12903D0CE54,1915.0,TRIJHLY12903D0CE4D,1542.0,TRWQZXS128F92DB731,1308.0
TRDWUTF12903CA9249,TRTHNFG12903D0CE54,1368.0,TRIJHLY12903D0CE4D,1265.0,TRUKWZW128F92CADC2,1257.0
TRCRNBS128F9347F55,TRFFSMS128F428BC88,3888.0,TRLUGVB128F428E704,3474.0,TRTJLTW12903CFF1E9,2940.0
TRDYKYQ12903CAD2B8,TRTHNFG12903D0CE54,1123.0,TRIJHLY12903D0CE4D,963.0,TRDVUEH12903D0FAA9,811.0
TRAYQRI12903CAD2A1,TRTHNFG12903D0CE54,1263.0,TRTJLTW12903CFF1E9,1189.0,TRIJHLY12903D0CE4D,1154.0
TRGFMTT12903CAD2A2,TRIJHLY12903D0CE4D,1253.0,TRTHNFG12903D0CE54,1226.0,TRWQZXS128F92DB731,1193.0
TRJXNZL128F92E54EE,TRTHNFG12903D0CE54,2547.0,TRTJLTW12903CFF1E9,2002.0,TRIJHLY12903D0CE4D,1951.0
TRDOVAF128F93112F7,TRFUJVJ128F426F2A2,2783.0,TRQAWKR128F425EEC3,2126.0,TRLCWTH128F92C7F82,2124.0
TRVPMSA128F9331D03,TRDPGXU128F9339C2A,1689.0,TRFUJVJ128F426F2A2,1523.0,TREBGAA128E078FC52,1448.0
TRPCZPE12903CAF5BD,TRFUJVJ128F426F2A2,3310.0,TRDPGXU128F9339C2A,2658.0,TRWSYHO128F4282346,2620.0
TRNUDHG12903CAF56B,TRFUJVJ128F426F2A2,626.0,TRTLIKK128E07862DA,343.0,TRLDRYJ128F930BBB4,341.0
TRJAABI12903CF759F,TRFUJVJ128F426F2A2,5559.0,TRWSYHO128F4282346,4362.0,TRGLNKG128F9307689,3888.0
TRREMAP128F42983BD,TRFUJVJ128F426F2A2,2505.0,TRGUCIR128F933D817,1834.0,TRDPGXU128F9339C2A,1811.0
TRFRDZW128F429C337,TRFUJVJ128F426F2A2,7876.0,TREBGAA128E078FC52,6915.0,TRDPGXU128F9339C2A,6895.0
TRHVUCJ128F934B68C,TRWSYHO128F4282346,1451.0,TRFUJVJ128F426F2A2,1318.0,TRDPGXU128F9339C2A,1187.0
TRIBZVH128F934B68D,TRFUJVJ128F426F2A2,1358.0,TRDPGXU128F9339C2A,1172.0,TRGLNKG128F9307689,1076.0
TRZOLOQ128F428FA00,TRFUJVJ128F426F2A2,623.0,TRTLIKK128E07862DA,527.0,TRFLWJZ128F425C9E4,510.0
TRFQWAQ128F14B084D,TRFUJVJ128F426F2A2,3021.0,TRWSYHO128F4282346,2329.0,TRDPGXU128F9339C2A,2184.0
TRLKWJA128F92E154E,TRDPGXU128F9339C2A,787.0,TRBVPVV128F425F14F,776.0,TRRSNPA128F148C45E,719.0
TRNQSWR128EF34375F,TRTLIKK128E07862DA,2670.0,TRFUJVJ128F426F2A2,2651.0,TRYQAJC128F145A2CF,2586.0
TRGQLSE128F93257D8,TRTLIKK128E07862DA,1494.0,TREADOS128E078EC1F,1075.0,TRFUJVJ128F426F2A2,1035.0
TRCAWAA128F93257D1,TRFUJVJ128F426F2A2,3589.0,TRDPGXU128F9339C2A,2555.0,TRWSYHO128F4282346,2457.0
TRWPRIF128EF34B8F8,TRFUJVJ128F426F2A2,2909.0,TRTLIKK128E07862DA,2041.0,TRDPGXU128F9339C2A,1815.0
TRKLLYD128F4273FF4,TRFUJVJ128F426F2A2,5555.0,TRWSYHO128F4282346,4147.0,TRGLNKG128F9307689,4014.0
TRQJQNX128F4266704,TRFUJVJ128F426F2A2,2136.0,TRDPGXU128F9339C2A,1480.0,TRGLNKG128F9307689,1399.0
TRYIKZR128E0783C64,TRDPGXU128F9339C2A,1522.0,TRFUJVJ128F426F2A2,1485.0,TRRSNPA128F148C45E,1342.0
TRIOZOZ128F92FA0C2,TRDPGXU128F9339C2A,7906.0,TRCHZXW128E079288A,7598.0,TRKLJAG128F42B31CF,7414.0
TRUHHWN128F93045BA,TRUGLTC128F4227B93,1981.0,TRRIRMX128F92E6272,1906.0,TRFUJVJ128F426F2A2,1870.0
TRJHNLI128F934B2CA,TRTLIKK128E07862DA,815.0,TRDPGXU128F9339C2A,724.0,TRFUJVJ128F426F2A2,724.0
TRQGFHN128F428643E,TRFUJVJ128F426F2A2,6553.0,TRWSYHO128F4282346,6296.0,TREBGAA128E078FC52,5931.0
TRHCDHI128F92C4B9B,TRFUJVJ128F426F2A2,5014.0,TRWSYHO128F4282346,4682.0,TREBGAA128E078FC52,3907.0
TRVHKNP128F429DDCE,TRFUJVJ128F426F2A2,3135.0,TRWSYHO128F4282346,2542.0,TRDPGXU128F9339C2A,2420.0
TREFLCZ128F4236589,TRFUJVJ128F426F2A2,1777.0,TRYQAJC128F145A2CF,1776.0,TRFFSMS128F428BC88,1498.0
TRQFRJG128F4260199,TRFUJVJ128F426F2A2,3473.0,TRDPGXU128F9339C2A,2908.0,TRWSYHO128F4282346,2291.0
TRMFSTL128F427B6C1,TRFUJVJ128F426F2A2,4268.0,TRDPGXU128F9339C2A,3816.0,TRWSYHO128F4282346,3325.0
TRALERK12903CDCAFD,TRFUJVJ128F426F2A2,1972.0,TRGUCIR128F933D817,1384.0,TRBVPVV128F425F14F,1382.0
TRDIJKP12903CDCAF4,TRFUJVJ128F426F2A2,1761.0,TRDPGXU128F9339C2A,1390.0,TRGLNKG128F9307689,1161.0
TRZQYIJ128F92E7F49,TRFUJVJ128F426F2A2,1626.0,TRFSCLD12903CD213F,1182.0,TRKRVKD128F9327008,1013.0
TRMYVVL128F92E865E,TRFUJVJ128F426F2A2,2289.0,TRTLIKK128E07862DA,2216.0,TRDPGXU128F9339C2A,2135.0
TRIKFKO128F426A6FC,TRFUJVJ128F426F2A2,3160.0,TRDPGXU128F9339C2A,2246.0,TRQAWKR128F425EEC3,2051.0
TRJAFPP128F426AB25,TRWSYHO128F4282346,5819.0,TRFUJVJ128F426F2A2,5190.0,TRHNOMB12903CB2544,4318.0
TRYMCCD128F421CD27,TRFUJVJ128F426F2A2,4753.0,TRWSYHO128F4282346,3783.0,TRDPGXU128F9339C2A,3635.0
TRVIFKS128F426813A,TRFUJVJ128F426F2A2,2491.0,TRDPGXU128F9339C2A,2308.0,TRFFSMS128F428BC88,2142.0
TRLHJMW128F1493BA1,TRFUJVJ128F426F2A2,3989.0,TRDPGXU128F9339C2A,3698.0,TRWSYHO128F4282346,3159.0
TRZGXNM128F1451ADF,TRFUJVJ128F426F2A2,2778.0,TRDPGXU128F9339C2A,2016.0,TRTLIKK128E07862DA,1833.0
TROGUOT128F147F39A,TRFUJVJ128F426F2A2,4990.0,TRWSYHO128F4282346,3658.0,TRGLNKG128F9307689,3483.0
TRJYSJS128EF356B75,TRFUJVJ128F426F2A2,9791.0,TRWSYHO128F4282346,8922.0,TRVLIZK128F428845E,7795.0
TRSUANW128F930BD52,TRFUJVJ128F426F2A2,2009.0,TRDPGXU128F9339C2A,1722.0,TRCHZXW128E079288A,1405.0
TRRIRCF128F426A606,TRFUJVJ128F426F2A2,8798.0,TRWSYHO128F4282346,7672.0,TRGLNKG128F9307689,7036.0
TREUPHA128F4278F34,TRFUJVJ128F426F2A2,7579.0,TRWSYHO128F4282346,6234.0,TRDPGXU128F9339C2A,5254.0
TRQAWKR128F425EEC3,TRFUJVJ128F426F2A2,22971.0,TRWSYHO128F4282346,19432.0,TRDPGXU128F9339C2A,15159.0
TRCYAYD128F92F3758,TRFUJVJ128F426F2A2,4979.0,TRUGLTC128F4227B93,4785.0,TRVLIZK128F428845E,4464.0
TRGJXNX128F92F8757,TRFUJVJ128F426F2A2,4104.0,TRDPGXU128F9339C2A,4058.0,TRWSYHO128F4282346,3618.0
TRNQDAJ128F92F4AE0,TRFUJVJ128F426F2A2,5698.0,TRWSYHO128F4282346,4709.0,TRBEBJO128C719646B,4008.0
TRHKYKI128E07921BC,TRDPGXU128F9339C2A,5514.0,TRCHZXW128E079288A,4976.0,TRFUJVJ128F426F2A2,4622.0
TRTJYFF128F9340CA9,TRFUJVJ128F426F2A2,2496.0,TRBVPVV128F425F14F,2054.0,TRGUCIR128F933D817,2044.0
TRMBGMX128F92FD769,TRFUJVJ128F426F2A2,12494.0,TRWSYHO128F4282346,9967.0,TRGLNKG128F9307689,8848.0
TRWMZQL128F9306DCB,TRFUJVJ128F426F2A2,7134.0,TRWSYHO128F4282346,6537.0,TRDPGXU128F9339C2A,6522.0
TRRIZDV128F92C1F17,TRDPGXU128F9339C2A,1039.0,TRFUJVJ128F426F2A2,1025.0,TRBEBJO128C719646B,989.0
TREXAZN128F425A825,TRFUJVJ128F426F2A2,4849.0,TRWSYHO128F4282346,3575.0,TRUGLTC128F4227B93,3340.0
TRFYGMB128F425A7A2,TRFUJVJ128F426F2A2,8293.0,TRWSYHO128F4282346,7445.0,TREBGAA128E078FC52,6090.0
TRSRDVR128F92E6CF4,TRWSYHO128F4282346,5891.0,TRFUJVJ128F426F2A2,5886.0,TREBGAA128E078FC52,4997.0
TRNHATG128F428BC8A,TRWSYHO128F4282346,5753.0,TRFUJVJ128F426F2A2,5725.0,TREBGAA128E078FC52,4868.0
TREMCSO128F4215877,TRTHNFG12903D0CE54,2382.0,TRRKWPY12903CAAC5D,2139.0,TRWAGNG128F4286598,2070.0
TRMMVPU128F145EC99,TRTHNFG12903D0CE54,3252.0,TRWAGNG128F4286598,2707.0,TRIJHLY12903D0CE4D,2568.0
TRFKPYW128F92F21C5,TRTHNFG12903D0CE54,2295.0,TRIJHLY12903D0CE4D,1947.0,TRTJLTW12903CFF1E9,1893.0
TRCUKHR128F92DF656,TRFUJVJ128F426F2A2,9640.0,TRWSYHO128F4282346,9321.0,TRGLNKG128F9307689,7152.0
TRDLWAP128F428F6B9,TRFUJVJ128F426F2A2,2374.0,TRDPGXU128F9339C2A,2114.0,TRTLIKK128E07862DA,2024.0
TRPEWXU12903CE6EA2,TRFUJVJ128F426F2A2,11672.0,TROIJDA128F9341E70,10461.0,TRDPGXU128F9339C2A,9474.0
